id;actor;session_uuid;object_id;score;temps;total_ecrans
23175;ga2018_p863@yopmail.com;f1bbfa5e-3e73-4966-b350-cb92f07fa1d5;711-politik-und-gesetzlicher-rahmen;50.00;48.00;11
23189;ga2018_p863@yopmail.com;9822aa25-f4df-415d-9ed6-5bca512ca4b5;711-politik-und-gesetzlicher-rahmen;0.00;19.00;11
23191;ga2018_p863@yopmail.com;6d66727f-2840-4a2f-b104-99fc7434f7f0;697-corporate-marketing-und-kommunikation;0.00;40.00;10
23194;ga2018_c3cn@yopmail.com;629f3807-a6d5-41f2-ad51-9f400f9b771c;726-les-contrats-de-travail;0.00;60.00;12
23198;ga2018_c3cn@yopmail.com;7fadfcd0-d7a2-491b-872c-33022520b050;748-resiliation-par-l-employeur;0.00;38.00;9
23200;ga2018_c3cn@yopmail.com;95d99a26-1715-4239-973f-9fc9a6cb1237;726-les-contrats-de-travail;100.00;450.00;12
23212;ga2018_c3cn@yopmail.com;2d2e9c0a-61e2-44cf-aae8-269f53883b40;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;100.00;569.00;6
23228;ga2018_c3cn@yopmail.com;845b253e-806a-4523-a970-c9a1f5f2ce1b;728-periode-d-essai;100.00;452.00;6
23247;ga2018_k7e6@yopmail.com;96857a98-bf12-47ee-bca9-5ae8cac4c0e0;682-les-services-aux-patients;100.00;397.00;18
23285;ga2018_k7e6@yopmail.com;cef1243a-9851-492d-bb8a-627728c6bfac;687-la-qualite;0.00;955.00;12
23300;ga2018_k7e6@yopmail.com;f5bee966-1e45-4682-ba0c-ac09d04f2aae;684-informatique;100.00;145.00;4
23306;ga2018_k7e6@yopmail.com;ffcefc4a-2666-4cfc-a8bc-f0bd612e3c3e;689-rh-prevoyance-et-evaluation;100.00;498.00;7
23327;ga2018_k7e6@yopmail.com;9542e424-9170-4f7a-9d35-869a395933e1;690-formation;0.00;333.00;5
23333;ga2018_k7e6@yopmail.com;e593289f-bba7-4895-8b84-f4f67ceea9e3;688-genolier-foundation;100.00;92.00;3
23340;ga2018_k7e6@yopmail.com;35355ab0-7973-4a4d-bf44-dff908e6deb8;692-quiz-1;22.00;198.00;14
23354;ga2018_k7e6@yopmail.com;5c6fd0ca-a96d-4e35-9463-d633dc7d9b0e;692-quiz-1;36.00;112.00;14
23375;ga2018_k7e6@yopmail.com;b49486d3-c53b-42b2-bf39-80cf34ad6d51;692-quiz-1;72.00;152.00;14
23417;ga2018_k7e6@yopmail.com;9c93e681-00f3-418d-87de-37d62d598d9e;692-quiz-1;100.00;124.00;14
23453;ga2018_k7e6@yopmail.com;7d3427fc-96ae-4011-9766-1a6d57a5b8cc;686-quiz-2;27.00;97.00;12
23469;ga2018_k7e6@yopmail.com;2635fb2b-47de-44d9-98e0-cfef16d901e2;686-quiz-2;36.00;46.00;12
23486;ga2018_k7e6@yopmail.com;6c6414f2-0686-48d4-b392-85c807e86bec;686-quiz-2;52.00;104.00;12
23506;ga2018_k7e6@yopmail.com;a1bce0ac-1870-4874-99a8-73789821a10a;686-quiz-2;58.00;80.00;12
23529;ga2018_k7e6@yopmail.com;16dbaeba-fc77-4ce9-9516-fcf058cacd14;686-quiz-2;100.00;180.00;12
23565;ga2018_ay6r@yopmail.com;aff1de00-54fa-4b51-9183-ee2c5136f74d;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;0.00;154.00;6
23571;ga2018_ay6r@yopmail.com;8cc35c9d-1c9a-4c8f-88c9-419529b70040;725-conduite-du-collaborateur;100.00;128.00;5
23575;ga2018_ay6r@yopmail.com;a3b449c5-4521-4c53-bf94-f37303013f91;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;33.00;236.00;6
23580;ga2018_ay6r@yopmail.com;b3d48c8d-937c-4854-a0fa-66fa1934b889;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;100.00;30.00;6
23583;ga2018_ay6r@yopmail.com;30b2f5f9-dbe4-4693-ab19-a29aa002af99;728-periode-d-essai;75.00;136.00;6
23591;ga2018_ay6r@yopmail.com;f1518a14-f5f6-42b7-a92a-de80bbf65690;728-periode-d-essai;100.00;10.00;6
23594;ga2018_ay6r@yopmail.com;46843d0e-7eee-4b64-b857-ab0522f78f98;729-salaire;75.00;162.00;8
23604;ga2018_ay6r@yopmail.com;1109e538-1e6d-42d8-905f-25354f9c8f7f;730-horaires-de-travail;0.00;473.00;11
23616;ga2018_ay6r@yopmail.com;94845bd7-7eb6-4833-aa7e-2ef6b3b47612;731-etudes-de-cas-et-questions;75.00;244.00;7
23628;ga2018_ay6r@yopmail.com;35f0a314-5011-4979-b2b3-615d07ecc777;732-jeunes-travailleurs;0.00;94.00;5
23635;ga2018_ay6r@yopmail.com;1bd67b6f-0296-46bb-bceb-5555d19390f1;732-jeunes-travailleurs;67.00;51.00;5
23642;ga2018_ay6r@yopmail.com;c6ec5436-7a0f-425f-a229-18e167dfcb2a;733-femmes-enceintes-et-maternite;0.00;0.00;18
23643;ga2018_ay6r@yopmail.com;5aa82d7d-48cf-49d5-ac23-e5480268e8bd;732-jeunes-travailleurs;33.00;7.00;5
23646;ga2018_ay6r@yopmail.com;74578fce-c113-41b2-8374-2887299e1986;733-femmes-enceintes-et-maternite;50.00;328.00;18
23673;ga2018_ay6r@yopmail.com;c6b88c4b-29d4-4e8c-9354-fc551b08e48c;733-femmes-enceintes-et-maternite;50.00;72.00;18
23690;ga2018_ay6r@yopmail.com;e47494b5-d379-44cb-87df-bfda0420d720;733-femmes-enceintes-et-maternite;50.00;56.00;18
23709;ga2018_ay6r@yopmail.com;3c608f7b-433e-4eae-863a-7cafbe332fbe;733-femmes-enceintes-et-maternite;38.00;35.00;18
23719;ga2018_ay6r@yopmail.com;10af7a1c-d64b-49b8-8cf5-781f9b899a60;734-risques-psychosociaux;100.00;116.00;5
23726;ga2018_ay6r@yopmail.com;7e958c59-fe02-42b5-bec4-d8eabbe78be6;735-vacances;50.00;474.00;14
23745;ga2018_ay6r@yopmail.com;810e8cf3-145e-4cab-902d-9f1f24bd883c;735-vacances;0.00;5.00;14
23748;ga2018_ay6r@yopmail.com;2e720be7-6d0d-4b48-a493-13bd301f603d;735-vacances;100.00;40.00;14
23762;ga2018_ay6r@yopmail.com;93a7de6b-09f7-4a07-a674-53361cfe2100;736-conge-non-paye;67.00;206.00;7
23774;ga2018_ay6r@yopmail.com;1254297a-195b-4615-ac58-e5183428dacf;736-conge-non-paye;100.00;30.00;7
23782;ga2018_ay6r@yopmail.com;3a278d79-28ac-4d24-a0a6-c20dfe62eac9;814-absence-pour-maladie-et-accident;0.00;82.00;1
23784;ga2018_ay6r@yopmail.com;5210deec-c0f6-4b8e-b85c-cb18d72660aa;814-absence-pour-maladie-et-accident;0.00;2.00;1
23786;ga2018_ay6r@yopmail.com;dba85292-719a-456c-a08a-9b156da8997d;814-absence-pour-maladie-et-accident;0.00;4.00;1
23788;ga2018_ay6r@yopmail.com;7f6b1d08-02e8-4560-8844-1b138629ef49;814-absence-pour-maladie-et-accident;0.00;2.00;1
23790;ga2018_ay6r@yopmail.com;4058479a-b90a-4d39-b6d1-6fd4c21ede1b;743-apg-militaire-et-maternite;0.00;2.00;3
23792;ga2018_ay6r@yopmail.com;e69bfffb-1ae8-4bd0-b0a3-31dda36592d0;741-avs;0.00;0.00;2
23794;ga2018_ay6r@yopmail.com;7fad4ebd-2b49-474d-a8b3-76009b3a79d0;737-principe-des-3-piliers;0.00;160.00;2
23797;ga2018_ay6r@yopmail.com;947c3f67-0ea9-46ae-8df4-ca05d3cce0c9;741-avs;0.00;206.00;2
23800;ga2018_ay6r@yopmail.com;181dd097-6fac-4beb-b5c0-712961be6ba3;742-ai;0.00;102.00;2
23803;ga2018_ay6r@yopmail.com;c486c773-5e20-40c6-b6eb-eba2dc8eedb1;743-apg-militaire-et-maternite;0.00;102.00;3
23807;ga2018_ay6r@yopmail.com;89980914-14ef-45ef-b781-f48ac5ce542d;744-assurance-chomage;0.00;63.00;1
23809;ga2018_ay6r@yopmail.com;3461f565-7bd9-4e25-bf58-6165faaeead5;745-allocations-familiales;0.00;154.00;4
23814;ga2018_ay6r@yopmail.com;77b4af13-2234-4dc5-86a1-5205b24a0340;746-apg-accident-et-maladie;0.00;362.00;10
23825;ga2018_ay6r@yopmail.com;bf816d22-475c-43d5-bd78-3b2b6d9260ea;739-lpp;0.00;104.00;3
23829;ga2018_ay6r@yopmail.com;c439eaa0-5ced-4fc3-b3bf-54c614d56323;739-lpp;0.00;28.00;3
23833;ga2018_ay6r@yopmail.com;12668257-fa15-414f-a78d-e917d67fcfcb;744-assurance-chomage;0.00;12.00;1
23835;ga2018_ay6r@yopmail.com;eabc7e35-ef79-4de0-881b-4d741cd640d3;744-assurance-chomage;0.00;4.00;1
23837;ga2018_ay6r@yopmail.com;ce2f0e08-b3d5-44f7-b153-df5ff0a61e5e;739-lpp;0.00;2.00;3
23839;ga2018_ay6r@yopmail.com;5d4ec2b1-2cfd-4094-9d5a-767fa4194cdb;739-lpp;0.00;2.00;3
23841;ga2018_ay6r@yopmail.com;a98afd87-c7dc-426b-ab7a-de68db2dd370;740-etudes-de-cas-et-questions;67.00;218.00;4
23851;ga2018_ay6r@yopmail.com;6da76c9b-c397-4470-83fa-0f7c86414621;740-etudes-de-cas-et-questions;87.00;42.00;4
23858;ga2018_ay6r@yopmail.com;fdf5efc6-c3a8-4a85-aef9-344c2540960d;739-lpp;0.00;2.00;3
23860;ga2018_ay6r@yopmail.com;b8cd469a-2115-4156-a540-7ab09ded1cc2;748-resiliation-par-l-employeur;0.00;2.00;9
23862;ga2018_ay6r@yopmail.com;65f4ca58-1b20-4c56-ab93-8a58493012ee;747-modification-des-rapports-de-travail;67.00;234.00;6
23872;ga2018_ay6r@yopmail.com;9af6788f-1441-4c89-a13e-eddd5b51c457;747-modification-des-rapports-de-travail;100.00;76.00;6
23883;ga2018_ay6r@yopmail.com;8b3c9467-921f-440c-b6d4-9f9fac1e66a1;748-resiliation-par-l-employeur;0.00;315.00;9
23893;ga2018_ay6r@yopmail.com;a5612c6e-81b3-48d6-a84c-061b588ab2ae;749-resiliation-par-le-collaborateur;0.00;78.00;3
23899;ga2018_ay6r@yopmail.com;d048cc2a-d56f-4743-9bf7-5b9e7093fb24;750-autres-cas-de-resiliation;0.00;68.00;3
23903;ga2018_ay6r@yopmail.com;f384b891-838f-4a83-a75e-0860920d8cca;751-certificat-de-travail;0.00;74.00;3
23907;ga2018_ay6r@yopmail.com;3a0fdc39-552f-44dc-9a8f-13a2c38da342;751-certificat-de-travail;0.00;2.00;3
23909;ga2018_ay6r@yopmail.com;bdc8598c-09d0-4773-bf50-b5183c860320;752-etudes-de-cas-et-questions;67.00;318.00;11
23927;ga2018_ay6r@yopmail.com;8915e0aa-114f-46c9-99a7-33b6612d7ae1;752-etudes-de-cas-et-questions;100.00;72.00;11
23945;ga2018_ay6r@yopmail.com;220caeff-792f-42e0-8c75-7f1341272be4;753-quiz;37.00;424.00;19
23965;ga2018_q0pg@yopmail.com;27421496-41bf-4e79-be50-d2dd37837682;697-corporate-marketing-und-kommunikation;92.00;225.00;10
23980;ga2018_q0pg@yopmail.com;57e6095d-ef25-483d-bf57-edc290aaaa44;698-nescens-programm;0.00;87.00;2
23983;ga2018_q0pg@yopmail.com;729a3f14-ad1b-4dd1-9d4a-b311ed2a1e18;699-die-dienstleistungen-f-r-den-patienten;42.00;328.00;18
24028;ga2018_q0pg@yopmail.com;32621d1b-f701-4b53-921b-cbcc4500add7;699-die-dienstleistungen-f-r-den-patienten;0.00;6.00;18
24030;ga2018_q0pg@yopmail.com;0603487c-f8fd-4ac2-81cb-3ab81037eb3f;700-die-qualitat;0.00;120.00;12
24037;ga2018_q0pg@yopmail.com;e582a109-fb78-4708-aa74-93cee00c7668;700-die-qualitat;0.00;112.00;12
24045;ga2018_q0pg@yopmail.com;a80d8366-ce22-4ff1-bd58-c7d0c2ec0524;701-informatik;100.00;108.00;4
24053;ga2018_q0pg@yopmail.com;7a0d9e14-dba1-4107-b207-b8c474786d69;702-personal-vorsorge-und-mitarbeiterbeurteilung;0.00;213.00;7
24068;ga2018_q0pg@yopmail.com;3367adc9-e5de-4b16-ac7e-99d1c6f1d727;703-ausbildung;0.00;74.00;5
24074;ga2018_q0pg@yopmail.com;c02f9058-6cd0-427c-9b63-f671051667f5;704-genolier-foundation;100.00;43.00;3
24079;ga2018_q0pg@yopmail.com;e8972c5a-21ce-4cff-a9ac-381450ce3d64;699-die-dienstleistungen-f-r-den-patienten;67.00;40.00;18
24089;ga2018_q0pg@yopmail.com;15b0d7a2-9598-4559-a9b6-b922209793a7;700-die-qualitat;0.00;77.00;12
24091;ga2018_q0pg@yopmail.com;9cabb76e-fb77-47af-bd32-43a9e7d9aee8;706-quiz-1;82.00;164.00;14
24119;ga2018_q0pg@yopmail.com;36f28007-13fd-43e9-a35b-c240853c100f;705-quiz-2;67.00;93.00;12
24143;ga2018_c3cn@yopmail.com;ff70fce6-dd2c-436c-81a2-6d195600cf1c;729-salaire;75.00;635.00;8
24153;ga2018_c3cn@yopmail.com;efed3da0-15e8-445c-9eae-3086a8e8d3d4;730-horaires-de-travail;0.00;606.00;11
24165;ga2018_c3cn@yopmail.com;d0afd061-a33b-46e9-ab47-29ee3f7c1c95;731-etudes-de-cas-et-questions;0.00;19.00;7
24167;ga2018_c3cn@yopmail.com;cb732893-0818-439a-aec6-ff965a48201d;729-salaire;100.00;20.00;8
24170;ga2018_p863@yopmail.com;847803bb-78cb-4ace-ae41-68ed0d084169;711-politik-und-gesetzlicher-rahmen;50.00;34.00;11
24174;ga2018_p863@yopmail.com;d6ce1ddd-aa15-4ab9-aa28-c357fa11e766;697-corporate-marketing-und-kommunikation;100.00;411.00;10
24235;ga2018_p863@yopmail.com;a4d9927d-3952-46fa-975e-d300e16d662a;698-nescens-programm;0.00;255.00;2
24238;ga2018_p863@yopmail.com;73f1204b-b4e5-4282-8c80-533d8dbabb4a;699-die-dienstleistungen-f-r-den-patienten;67.00;403.00;18
24314;ga2018_p863@yopmail.com;07fae84a-41bb-41d1-999a-6db7cd422a18;699-die-dienstleistungen-f-r-den-patienten;67.00;39.00;18
24324;ga2018_p863@yopmail.com;2869a2f3-2ef5-4f1d-8f88-f6ee06e7837d;700-die-qualitat;0.00;923.00;12
24338;ga2018_p863@yopmail.com;c529c036-3594-421b-a03b-744455811401;706-quiz-1;0.00;50.00;14
24340;ga2018_p863@yopmail.com;1603f67e-c40a-43e0-afe5-db647630c466;704-genolier-foundation;50.00;288.00;3
24351;ga2018_p863@yopmail.com;e7fe3091-268f-46ea-a0f3-ea9bc679d224;704-genolier-foundation;100.00;8.00;3
24354;ga2018_p863@yopmail.com;8a0365eb-eefa-4d77-b2bc-4b8db755aa35;699-die-dienstleistungen-f-r-den-patienten;0.00;15.00;18
24359;ga2018_p863@yopmail.com;3b9ba4b3-b9fa-4443-9918-bd6303464370;701-informatik;100.00;116.00;4
24365;ga2018_p863@yopmail.com;e20132b6-4ac7-4b08-8e9a-e438465466e5;702-personal-vorsorge-und-mitarbeiterbeurteilung;100.00;290.00;7
24398;ga2018_p863@yopmail.com;ab1fdf50-d25b-4584-926b-44ce499d9aae;703-ausbildung;0.00;49.00;5
24404;ga2018_p863@yopmail.com;d4fdaa56-ac64-4d02-bb39-bcee3d562bb6;711-politik-und-gesetzlicher-rahmen;0.00;9.00;11
24406;ga2018_p863@yopmail.com;e1bf1918-f5a9-4f3c-b77e-e6af730a51ca;706-quiz-1;67.00;581.00;14
24470;ga2018_p863@yopmail.com;d9855d4f-b6a7-4dab-9d64-3b610dd14981;706-quiz-1;69.00;86.00;14
24492;ga2018_p863@yopmail.com;d7fccd86-20ae-452f-a744-0b56d25f1f5a;705-quiz-2;62.00;324.00;12
24531;ga2018_uut4@yopmail.com;04ffab0f-bdd3-489a-9648-c846feebdbae;694-vorstellung;0.00;11.00;7
24533;ga2018_uut4@yopmail.com;9ced1ff1-05a4-4592-a036-30bca6a65470;706-quiz-1;0.00;4.00;14
24535;ga2018_uut4@yopmail.com;0a69036a-b898-4bec-bb47-3ad47445d86d;706-quiz-1;0.00;8.00;14
24540;ga2018_uut4@yopmail.com;51430d76-3072-481b-9469-6067a5d43005;706-quiz-1;0.00;70.00;14
24548;ga2018_uut4@yopmail.com;a5c569a5-0603-492c-a7f9-d87e00b6b7c5;706-quiz-1;0.00;139.00;14
24562;ga2018_uut4@yopmail.com;000c39ec-5b68-444a-bb3f-c2ad5d21643d;694-vorstellung;0.00;108.00;7
24564;ga2018_uut4@yopmail.com;0d91d0c5-d735-48f7-bd8c-7676e8df847f;696-strategie-und-wachstum;0.00;55.00;6
24568;ga2018_uut4@yopmail.com;bac957ad-347f-47cd-8b33-b6efbc1bea68;696-strategie-und-wachstum;0.00;7.00;6
24570;ga2018_uut4@yopmail.com;57f3fee5-6fe5-4ea8-9ccb-6d85ffd00062;723-medizinischer-bereich;0.00;0.00;12
24571;ga2018_uut4@yopmail.com;7d7c6bc4-dbf7-41e7-8f06-4da3c5938361;783-quiz;4.00;419.00;19
24579;ga2018_uut4@yopmail.com;3eed7338-9ff2-455d-8ff3-4f5181b9d9ed;783-quiz;0.00;3.00;19
24581;ga2018_ps3u@yopmail.com;0d3e7568-6097-438d-be5e-223b2962c5b1;725-conduite-du-collaborateur;0.00;62.00;5
24585;ga2018_ps3u@yopmail.com;dc5491be-34da-4cbf-97d0-a74e57e9cb2b;748-resiliation-par-l-employeur;0.00;58.00;9
24589;ga2018_ps3u@yopmail.com;2a09314a-bc9d-4cba-8a8f-e4d5cda1bb28;725-conduite-du-collaborateur;100.00;125.00;5
24593;ga2018_ps3u@yopmail.com;d73a1de6-d540-4c89-af35-9f83d2e2c9c0;726-les-contrats-de-travail;0.00;210.00;12
24598;ga2018_ps3u@yopmail.com;329633c7-00d7-4add-a931-ab249aa711a0;748-resiliation-par-l-employeur;0.00;65.00;9
24600;ga2018_ps3u@yopmail.com;11a9d27c-d55b-46f2-b735-07a9af802de9;726-les-contrats-de-travail;0.00;192.00;12
24605;ga2018_ps3u@yopmail.com;73bf2ca9-f43e-404d-9485-5e624d0c7f92;749-resiliation-par-le-collaborateur;0.00;48.00;3
24608;ga2018_ps3u@yopmail.com;93edb845-372f-49cf-bf82-0830acfd1c60;726-les-contrats-de-travail;0.00;128.00;12
24615;ga2018_ps3u@yopmail.com;d57bd326-908b-4fa4-a692-2a7dbee1824e;730-horaires-de-travail;0.00;578.00;11
24623;ga2018_ps3u@yopmail.com;05ee44e1-1582-42bc-b709-4283fa9ae10a;726-les-contrats-de-travail;13.00;207.00;12
24634;ga2018_ps3u@yopmail.com;8587fd63-6eed-4fb4-abda-7ef743450b02;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;100.00;543.00;6
24642;ga2018_ps3u@yopmail.com;5084061b-a70a-4ea6-a8c7-3c63960b9a3e;726-les-contrats-de-travail;100.00;42.00;12
24648;ga2018_ps3u@yopmail.com;21bf8907-e8d2-4fd9-ab66-db696d9d8cf5;728-periode-d-essai;0.00;24.00;6
24651;ga2018_ps3u@yopmail.com;5cf5e802-85c4-4c56-a49d-45adf8128917;748-resiliation-par-l-employeur;0.00;28.00;9
24655;ga2018_ps3u@yopmail.com;4b8469e2-178f-4a4c-8416-a91583a686e8;728-periode-d-essai;0.00;62.00;6
24659;ga2018_ps3u@yopmail.com;e23b818a-d0f4-44ca-bbce-78afc7f45d87;748-resiliation-par-l-employeur;0.00;70.00;9
24662;ga2018_ps3u@yopmail.com;c7972090-a8bf-4d93-a87a-bc7cd42f813b;728-periode-d-essai;0.00;8.00;6
24665;ga2018_ps3u@yopmail.com;4ca74bcb-284c-4ba8-a064-88f187420c21;748-resiliation-par-l-employeur;0.00;48.00;9
24670;ga2018_ps3u@yopmail.com;75ab6ae0-0d97-4f15-b1a5-0bdf0117a325;728-periode-d-essai;75.00;240.00;6
24677;ga2018_ps3u@yopmail.com;28cef035-2a2d-45ce-b961-c2154a74c732;735-vacances;0.00;533.00;14
24689;ga2018_ps3u@yopmail.com;bae68285-9e1b-422a-84ee-d31ba9b78fb2;748-resiliation-par-l-employeur;0.00;38.00;9
24692;ga2018_ps3u@yopmail.com;8e84bee8-70d1-438d-855f-21f52385aec8;735-vacances;50.00;122.00;14
24701;ga2018_ps3u@yopmail.com;394dfcad-8785-4a3a-a9e3-719a3db6d5a3;735-vacances;100.00;94.00;14
24723;ga2018_ps3u@yopmail.com;538ef44f-a3f0-4c80-bea4-b554d764a564;814-absence-pour-maladie-et-accident;0.00;34.00;1
24726;ga2018_ps3u@yopmail.com;e8247c75-21f9-4be4-90de-718f0acf4a6f;735-vacances;0.00;28.00;14
24730;ga2018_ps3u@yopmail.com;a8fe6733-c8e5-46d7-907a-b63ce8c793e9;736-conge-non-paye;83.00;230.00;7
24744;ga2018_ps3u@yopmail.com;4a70199c-f4b3-4c1c-8f5c-ec2be27f84e5;731-etudes-de-cas-et-questions;75.00;224.00;7
24756;ga2018_ps3u@yopmail.com;bf3b3c48-8f63-49f4-b9da-6c0f2a1cc6ef;729-salaire;0.00;0.00;8
24757;ga2018_hl7h@yopmail.com;6ca40f67-15df-4828-a510-d257161e83a9;754-ziel-des-moduls;0.00;7.00;1
24759;ga2018_hl7h@yopmail.com;a299018c-4356-41e4-ac32-821032b2770d;754-ziel-des-moduls;0.00;2.00;1
24761;ga2018_hl7h@yopmail.com;fe552a1d-cbc2-43c3-80af-2beddbd20f54;755-verhalten-des-mitarbeitenden;100.00;72.00;5
24764;ga2018_hl7h@yopmail.com;17687470-891e-45ae-8194-05e1eee189b6;756-arbeitsvertrage;0.00;21.00;12
24766;ga2018_hl7h@yopmail.com;7acf67d3-79ee-4082-b6dd-12ee93680eed;757-verpflichtungen-von-arbeitgeber-und-arbeitnehmer;33.00;17.00;6
24769;ga2018_hl7h@yopmail.com;1abe5534-87bf-4fd8-ab54-bc4eac403bcd;758-probezeit;75.00;29.00;6
24772;ga2018_hl7h@yopmail.com;da926031-c383-42e4-9062-892c402c2a53;761-fallstudien-und-fragen;25.00;13.00;7
24775;ga2018_hl7h@yopmail.com;292d517c-b741-4a07-b708-e7311eab3e01;761-fallstudien-und-fragen;0.00;3.00;7
24777;ga2018_hl7h@yopmail.com;ae2301ec-ff5e-45f4-87c6-b6bd6d01a1ac;776-fallstudien-und-fragen;17.00;30.00;4
24780;ga2018_hl7h@yopmail.com;99893ec0-b7c8-40ed-9c29-8c7ce7cb5c54;776-fallstudien-und-fragen;70.00;38.00;4
24789;ga2018_hl7h@yopmail.com;306d7730-f465-4785-a0f7-f16c66b3eebf;777-anderung-des-beschaftigungsverhaltnisses;33.00;64.00;6
24801;ga2018_hl7h@yopmail.com;410149bd-f619-49ca-8231-bbd94bd5116a;782-fallstudien-und-fragen;67.00;66.00;11
24817;ga2018_hl7h@yopmail.com;7d8b42d5-947f-4b8a-a287-13ada6e57622;782-fallstudien-und-fragen;100.00;39.00;11
24833;ga2018_hl7h@yopmail.com;c0ef8847-09a0-4d0a-ab96-6ce0bd3ace88;783-quiz;78.00;330.00;19
24880;ga2018_h0hx@yopmail.com;a3e75f99-d78d-420d-bd84-8202dbeaac32;678-politique-et-cadre-legal;92.00;684.00;11
24895;ga2018_h0hx@yopmail.com;f93308a6-ac93-493c-a54b-1538ca08ea6a;681-corporate-marketing-et-communication;85.00;373.00;10
24911;ga2018_bs9k@yopmail.com;9cc797fc-fef1-4bf4-9ef0-30929f83dabc;694-vorstellung;78.00;219.00;7
24913;ga2018_h0hx@yopmail.com;f878d759-ae57-47d5-b0e5-31c2b16287ef;681-corporate-marketing-et-communication;0.00;6.00;10
24916;ga2018_h0hx@yopmail.com;68036bce-f585-4d19-be43-38fbb8d65a9c;683-programme-nescens;0.00;51.00;2
24925;ga2018_h0hx@yopmail.com;1945e29c-7de4-434d-9b72-b7baf3e47fc0;682-les-services-aux-patients;100.00;585.00;18
24939;ga2018_bs9k@yopmail.com;0bb4406d-92db-4429-b5e0-f4a713e16ff0;696-strategie-und-wachstum;75.00;154.00;6
24952;ga2018_bs9k@yopmail.com;ee4bfff3-96fd-4576-9f3b-53a0a49d3aba;711-politik-und-gesetzlicher-rahmen;17.00;134.00;11
24971;ga2018_bs9k@yopmail.com;553de770-78ee-45dc-ae9e-61adda3149a6;711-politik-und-gesetzlicher-rahmen;85.00;148.00;11
24977;ga2018_h0hx@yopmail.com;d8ccecac-bad8-4ca6-9b6d-228ab21c9fb9;687-la-qualite;0.00;509.00;12
24990;ga2018_bs9k@yopmail.com;140e6f16-1c28-4eb1-b3a3-c9e06dc7c17f;699-die-dienstleistungen-f-r-den-patienten;49.00;228.00;18
25024;ga2018_bs9k@yopmail.com;5b4eb609-05b0-4037-9b26-d618b7bbd631;699-die-dienstleistungen-f-r-den-patienten;71.00;42.00;18
25037;ga2018_bs9k@yopmail.com;f030b562-c3fa-43a6-a7c8-6871afd789e9;699-die-dienstleistungen-f-r-den-patienten;56.00;29.00;18
25051;ga2018_bs9k@yopmail.com;dad9fb3f-f8ed-47b2-89a6-4460d6e4a9d2;699-die-dienstleistungen-f-r-den-patienten;100.00;22.00;18
25072;ga2018_bs9k@yopmail.com;25d45a1b-e421-4fd4-bd96-c29d904f2536;694-vorstellung;100.00;92.00;7
25075;ga2018_bs9k@yopmail.com;17a70678-7a22-419c-982e-e430020e4199;705-quiz-2;77.00;125.00;12
25101;ga2018_bs9k@yopmail.com;b4072a3a-9165-4514-b2bc-2c62828b0335;706-quiz-1;64.00;175.00;14
25126;ga2018_bs9k@yopmail.com;79487e1d-d8e1-4f65-b5aa-18264df794c1;697-corporate-marketing-und-kommunikation;63.00;108.00;10
25141;ga2018_vrwa@yopmail.com;ad35726c-7da0-4f6e-af19-cd2db4eb305d;754-ziel-des-moduls;0.00;52.00;1
25143;ga2018_vrwa@yopmail.com;87fd99b6-0b64-4452-9a0f-b2edcdd7a11c;755-verhalten-des-mitarbeitenden;0.00;260.00;5
25149;ga2018_vrwa@yopmail.com;94d2149f-434f-48d1-a327-eafa03b20fa4;778-k-ndigung-durch-den-arbeitgeber;0.00;168.00;9
25154;ga2018_vrwa@yopmail.com;65aaa52e-1450-431b-9d33-dd5baaf838e4;763-schwangerschaft-und-mutterschutz;0.00;600.00;18
25155;ga2018_vrwa@yopmail.com;75053c97-7cea-44f1-9ec6-233821807df3;763-schwangerschaft-und-mutterschutz;38.00;436.00;18
25170;ga2018_vrwa@yopmail.com;a230c9f1-f23f-4f94-a830-abfb67e65376;766-unbezahlter-urlaub;0.00;12.00;7
25173;ga2018_vrwa@yopmail.com;50527264-afc4-4142-aa99-cc2d89ef2b8c;763-schwangerschaft-und-mutterschutz;0.00;62.00;18
25176;ga2018_5ggm@yopmail.com;2087d710-2439-4253-8445-17fdd9439b90;671-presentation;0.00;10.00;7
25178;ga2018_ulw1@yopmail.com;c74ad551-c91f-4225-8c17-80645cd67b46;724-but-du-module;0.00;2718.00;1
25179;ga2018_q0pg@yopmail.com;0e8490ac-9ef3-460d-8f55-795cfb5b0698;701-informatik;0.00;107.00;4
25182;ga2018_718v@yopmail.com;89aa21bf-2baa-406f-b400-2a0a7789a356;694-vorstellung;22.00;38.00;7
25185;ga2018_vrwa@yopmail.com;b57d4886-0dec-415a-9ec8-9f6a5ff1af9f;755-verhalten-des-mitarbeitenden;0.00;16.00;5
25188;ga2018_vrwa@yopmail.com;1a73508a-5f58-4a39-8c3a-17a7c40f546c;778-k-ndigung-durch-den-arbeitgeber;0.00;380.00;9
25194;ga2018_ulw1@yopmail.com;719acd23-0e7d-4397-9192-a614799961c7;725-conduite-du-collaborateur;0.00;381.00;5
